Compound,Assay,PoD,Activity,Business line,MoA,Code,Description,All_Inactive
SYN546763,BDS5b_EDC_TRb_anta_24h,,inactive,Disease control,Unknown,CSCN458537,thyroid hormone receptor antagonism,True
SYN546763,BDS7a_repro_RAR_ago_24h,,inactive,Disease control,Unknown,CSCN458537,retinoic acid receptor agonism,True
SYN546763,BDS7b_repro_RAR_anta_24h,,inactive,Disease control,Unknown,CSCN458537,retinoic acid receptor antagonism,True
SYN546763,BDS8a_metab_LXR_ago_24h,,inactive,Disease control,Unknown,CSCN458537,liver X receptor agonism,True
SYN546763,BDS8b_metab_LXR_anta_24h,,inactive,Disease control,Unknown,CSCN458537,liver X receptor antagonism,True
SYN546763,BDS9a_xenob_PXR_ago_24h,-6.0,active,Disease control,Unknown,CSCN458537,pregnane X receptor agonism,False
SYN546763,BDS9b_xenob_PXR_anta_24h,,inactive,Disease control,Unknown,CSCN458537,pregnane X receptor antagonism,True
SYN546763,UKN2_migration,-5.4,active,Disease control,Unknown,CSCN458537,number of migrated cells,False
SYN546763,UKN4a_DART_LUH_neurite_24h,-5.1,active,Disease control,Unknown,CSCN458537,neurite area,False
SYN546763,UL53_OXstress_SRXN1_24h_48h_72h_EP_1,-4.818728228,active,Disease control,Unknown,CSCN458537,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN546763,UL53_OXstress_SRXN1_24h_48h_72h_EP_2,-4.915423722,active,Disease control,Unknown,CSCN458537,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN546763,UL53_OXstress_SRXN1_24h_48h_72h_EP_3,-4.818728228,active,Disease control,Unknown,CSCN458537,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN546763,UL54_OXstress_HMOX1_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCN458537,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN546763,UL54_OXstress_HMOX1_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCN458537,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN546763,UL54_OXstress_HMOX1_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCN458537,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN546763,UL55_OXstress_NRF2_3h_6h_24h_EP_1,,inactive,Disease control,Unknown,CSCN458537,NRF2-GFP protein expression in the nucleus; PoD at timepoint 3h,False
SYN546763,UL55_OXstress_NRF2_3h_6h_24h_EP_2,,inactive,Disease control,Unknown,CSCN458537,NRF2-GFP protein expression in the nucleus; PoD at timepoint 6h,False
SYN546763,UL55_OXstress_NRF2_3h_6h_24h_EP_3,,inactive,Disease control,Unknown,CSCN458537,NRF2-GFP protein expression in the nucleus; PoD at timepoint 24h,False
SYN546763,UL56_OXstress_Keap1_16h_48h_72h_EP_1,-3.78608399,active,Disease control,Unknown,CSCN458537,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 16h,False
SYN546763,UL56_OXstress_Keap1_16h_48h_72h_EP_2,-3.632010806,active,Disease control,Unknown,CSCN458537,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 48h,False
SYN546763,UL56_OXstress_Keap1_16h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCN458537,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 72h,False
SYN546763,UL57_DNAdamage_Btg2_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCN458537,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 24h,True
SYN546763,UL57_DNAdamage_Btg2_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCN458537,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN546763,UL57_DNAdamage_Btg2_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCN458537,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN546763,UL58_DNAdamage_p21_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCN458537,p21-GFP protein expression in the nucleus; PoD at timepoint 24h,True
SYN546763,UL58_DNAdamage_p21_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCN458537,p21-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN546763,UL58_DNAdamage_p21_24h_48h_72h_EP_3,-3.655175612,active,Disease control,Unknown,CSCN458537,p21-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN546763,UL59_DNAdamage_p53_16h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCN458537,p53-GFP protein expression in the nucleus; PoD at timepoint 16h,True
SYN546763,UL59_DNAdamage_p53_16h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCN458537,p53-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN546763,UL59_DNAdamage_p53_16h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCN458537,p53-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN546763,UL60_DNAdamage_53bp1_16h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCN458537,53bp1 foci count in the nucleus per cell; PoD at timepoint 24h,True
SYN546763,UL60_DNAdamage_53bp1_16h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCN458537,53bp1 foci count in the nucleus per cell; PoD at timepoint 48h,False
SYN546763,UL61_ERstress_CHOP_16h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCN458537,CHOP-GFP protein expression in the nucleus; PoD at timepoint 16h,False
SYN546763,UL61_ERstress_CHOP_16h_48h_72h_EP_2,-3.755055247,active,Disease control,Unknown,CSCN458537,CHOP-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN546763,UL61_ERstress_CHOP_16h_48h_72h_EP_3,-3.837226561,active,Disease control,Unknown,CSCN458537,CHOP-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN546763,UL62_ERstress_BiP_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCN458537,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN546763,UL62_ERstress_BiP_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCN458537,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 48h,True
SYN546763,UL62_ERstress_BiP_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCN458537,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 72h,True
SYN546763,UL63_INFstress_ICAM1_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCN458537,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN546763,UL63_INFstress_ICAM1_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCN458537,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN546763,UL63_INFstress_ICAM1_24h_48h_72h_EP_3,-4.672845488,active,Disease control,Unknown,CSCN458537,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN546763,UL64_Autophagy_LC3_3h_6h_24h_EP_3,-3.661165158,active,Disease control,Unknown,CSCN458537,LC3 foci count in the cytoplasm per cell; PoD at timepoint 24h,False
SYN546763,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCN458537,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN546763,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_2,-3.673397908,active,Disease control,Unknown,CSCN458537,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN546763,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_3,-3.632010806,active,Disease control,Unknown,CSCN458537,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN546763,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_1,-3.589087861,active,Disease control,Unknown,CSCN458537,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN546763,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCN458537,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN546763,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCN458537,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN546763,VU_resazurin_24h,,inactive,Disease control,Unknown,CSCN458537,cytotoxicity,False
SYN546763,VU_resazurin_72h,,inactive,Disease control,Unknown,CSCN458537,cytotoxicity,False
SYN546763,VU_seahorse,,inactive,Disease control,Unknown,CSCN458537,mitotoxicity,False
SYN548023,BDS10a_metab_PPARa_ago_24h,,inactive,Disease control,Unknown,CSCR544459,peroxisome proliferator activated receptor agonism,False
SYN548023,BDS10b_metab_PPARa_anta_24h,,inactive,Disease control,Unknown,CSCR544459,peroxisome proliferator activated receptor antagonism,False
SYN548023,BDS11a_metab_PPARg_ago_24h,,inactive,Disease control,Unknown,CSCR544459,peroxisome proliferator activated receptor agonism,False
SYN548023,BDS11b_metab_PPARg_anta_24h,,inactive,Disease control,Unknown,CSCR544459,peroxisome proliferator activated receptor antagonism,True
SYN548023,BDS12a_metab_PPARd_ago_24h,,inactive,Disease control,Unknown,CSCR544459,peroxisome proliferator activated receptor agonism,False
SYN548023,BDS12b_metab_PPARd_anta_24h,,inactive,Disease control,Unknown,CSCR544459,peroxisome proliferator activated receptor antagonism,False
SYN548023,BDS13a_xenob_AhR_ago_24h,-5.5,active,Disease control,Unknown,CSCR544459,aryl hydrocarbon receptor agonism,False
SYN548023,BDS14a_hypox_Hif1a_act_24h,,inactive,Disease control,Unknown,CSCR544459,Hif1a pathway activation,False
SYN548023,BDS15a_Wnt_TCF_act_24h,,inactive,Disease control,Unknown,CSCR544459,Wnt pathway activation,True
SYN548023,BDS15b_Wnt_TCF_inhib_24h,,inactive,Disease control,Unknown,CSCR544459,Wnt pathway inhibition,True
SYN548023,BDS16a_regul_AP1_act_24h,,inactive,Disease control,Unknown,CSCR544459,AP1 pathway activation,True
SYN548023,BDS17a_stres_ESRE_act_24h,-5.0,active,Disease control,Unknown,CSCR544459,ESRE pathway activation,False
SYN548023,BDS1a_EDC_ERa_ago_24h,-5.0,active,Disease control,Unknown,CSCR544459,estrogen receptor agonism,False
SYN548023,BDS1b_EDC_ERa_anta_24h,,inactive,Disease control,Unknown,CSCR544459,estrogen receptor antagonism,True
SYN548023,BDS20a_geno_p21_act_24h,,inactive,Disease control,Unknown,CSCR544459,p21 pathway activation,False
SYN548023,BDS21a_geno_p53_act_24h,-5.0,active,Disease control,Unknown,CSCR544459,p53 pathway activation,False
SYN548023,BDS22a_tox_cytotox_act_24h,-4.1,active,Disease control,Unknown,CSCR544459,cytotoxicity,False
SYN548023,BDS2a_EDC_AR_ago_24h,,inactive,Disease control,Unknown,CSCR544459,androgen receptor agonism,True
SYN548023,BDS2b_EDC_AR_anta_24h,-5.3,active,Disease control,Unknown,CSCR544459,androgen receptor antagonism,False
SYN548023,BDS3a_EDC_PR_ago_24h,,inactive,Disease control,Unknown,CSCR544459,progesterone receptor agonism,True
SYN548023,BDS3b_EDC_PR_anta_24h,-5.2,active,Disease control,Unknown,CSCR544459,progesterone receptor antagonism,False
SYN548023,BDS4a_EDC_GR_ago_24h,,inactive,Disease control,Unknown,CSCR544459,glucocorticoid receptor agonism,True
SYN548023,BDS4b_EDC_GR_anta_24h,,inactive,Disease control,Unknown,CSCR544459,glucocorticoid receptor antagonism,True
SYN548023,BDS5a_EDC_TRb_ago_24h,,inactive,Disease control,Unknown,CSCR544459,thyroid hormone receptor agonism,True
SYN548023,BDS5b_EDC_TRb_anta_24h,,inactive,Disease control,Unknown,CSCR544459,thyroid hormone receptor antagonism,True
SYN548023,BDS7a_repro_RAR_ago_24h,,inactive,Disease control,Unknown,CSCR544459,retinoic acid receptor agonism,True
SYN548023,BDS7b_repro_RAR_anta_24h,,inactive,Disease control,Unknown,CSCR544459,retinoic acid receptor antagonism,True
SYN548023,BDS8a_metab_LXR_ago_24h,,inactive,Disease control,Unknown,CSCR544459,liver X receptor agonism,True
SYN548023,BDS8b_metab_LXR_anta_24h,,inactive,Disease control,Unknown,CSCR544459,liver X receptor antagonism,True
SYN548023,BDS9a_xenob_PXR_ago_24h,-6.3,active,Disease control,Unknown,CSCR544459,pregnane X receptor agonism,False
SYN548023,BDS9b_xenob_PXR_anta_24h,,inactive,Disease control,Unknown,CSCR544459,pregnane X receptor antagonism,True
SYN548023,UKN2_migration,-5.1,active,Disease control,Unknown,CSCR544459,number of migrated cells,False
SYN548023,UKN4a_DART_LUH_neurite_24h,-4.5,active,Disease control,Unknown,CSCR544459,neurite area,False
SYN548023,UL53_OXstress_SRXN1_24h_48h_72h_EP_1,-4.915423722,active,Disease control,Unknown,CSCR544459,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548023,UL53_OXstress_SRXN1_24h_48h_72h_EP_2,-5.040005162,active,Disease control,Unknown,CSCR544459,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548023,UL53_OXstress_SRXN1_24h_48h_72h_EP_3,-4.915423722,active,Disease control,Unknown,CSCR544459,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548023,UL54_OXstress_HMOX1_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR544459,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548023,UL54_OXstress_HMOX1_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR544459,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548023,UL54_OXstress_HMOX1_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR544459,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548023,UL55_OXstress_NRF2_3h_6h_24h_EP_1,,inactive,Disease control,Unknown,CSCR544459,NRF2-GFP protein expression in the nucleus; PoD at timepoint 3h,False
SYN548023,UL55_OXstress_NRF2_3h_6h_24h_EP_2,,inactive,Disease control,Unknown,CSCR544459,NRF2-GFP protein expression in the nucleus; PoD at timepoint 6h,False
SYN548023,UL55_OXstress_NRF2_3h_6h_24h_EP_3,,inactive,Disease control,Unknown,CSCR544459,NRF2-GFP protein expression in the nucleus; PoD at timepoint 24h,False
SYN548023,UL56_OXstress_Keap1_16h_48h_72h_EP_1,-4.614930224,active,Disease control,Unknown,CSCR544459,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 16h,False
SYN548023,UL56_OXstress_Keap1_16h_48h_72h_EP_2,-4.672845488,active,Disease control,Unknown,CSCR544459,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 48h,False
SYN548023,UL56_OXstress_Keap1_16h_48h_72h_EP_3,-4.563837353,active,Disease control,Unknown,CSCR544459,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 72h,False
SYN548023,UL57_DNAdamage_Btg2_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR544459,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 24h,True
SYN548023,UL57_DNAdamage_Btg2_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR544459,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548023,UL57_DNAdamage_Btg2_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR544459,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548023,UL58_DNAdamage_p21_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR544459,p21-GFP protein expression in the nucleus; PoD at timepoint 24h,True
SYN548023,UL58_DNAdamage_p21_24h_48h_72h_EP_2,-3.810902891,active,Disease control,Unknown,CSCR544459,p21-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN548023,UL58_DNAdamage_p21_24h_48h_72h_EP_3,-4.476773958,active,Disease control,Unknown,CSCR544459,p21-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN548023,UL59_DNAdamage_p53_16h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR544459,p53-GFP protein expression in the nucleus; PoD at timepoint 16h,True
SYN548023,UL59_DNAdamage_p53_16h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR544459,p53-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN548023,UL59_DNAdamage_p53_16h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR544459,p53-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN548023,UL60_DNAdamage_53bp1_16h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR544459,53bp1 foci count in the nucleus per cell; PoD at timepoint 24h,True
SYN548023,UL60_DNAdamage_53bp1_16h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR544459,53bp1 foci count in the nucleus per cell; PoD at timepoint 48h,False
SYN548023,UL61_ERstress_CHOP_16h_48h_72h_EP_1,-3.643438779,active,Disease control,Unknown,CSCR544459,CHOP-GFP protein expression in the nucleus; PoD at timepoint 16h,False
SYN548023,UL61_ERstress_CHOP_16h_48h_72h_EP_2,-3.733157051,active,Disease control,Unknown,CSCR544459,CHOP-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN548023,UL61_ERstress_CHOP_16h_48h_72h_EP_3,-3.794200378,active,Disease control,Unknown,CSCR544459,CHOP-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN548023,UL62_ERstress_BiP_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR544459,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548023,UL62_ERstress_BiP_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR544459,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 48h,True
SYN548023,UL62_ERstress_BiP_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR544459,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 72h,True
SYN548023,UL63_INFstress_ICAM1_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR544459,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548023,UL63_INFstress_ICAM1_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR544459,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548023,UL63_INFstress_ICAM1_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR544459,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548023,UL64_Autophagy_LC3_3h_6h_24h_EP_3,-4.372122305,active,Disease control,Unknown,CSCR544459,LC3 foci count in the cytoplasm per cell; PoD at timepoint 24h,False
SYN548023,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_1,-3.712310216,active,Disease control,Unknown,CSCR544459,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548023,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_2,-3.950239448,active,Disease control,Unknown,CSCR544459,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548023,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_3,-3.667238464,active,Disease control,Unknown,CSCR544459,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548023,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_1,-4.372122305,active,Disease control,Unknown,CSCR544459,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548023,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_2,-3.837226561,active,Disease control,Unknown,CSCR544459,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548023,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_3,-3.719148574,active,Disease control,Unknown,CSCR544459,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548023,VU_resazurin_24h,,inactive,Disease control,Unknown,CSCR544459,cytotoxicity,False
SYN548023,VU_resazurin_72h,,inactive,Disease control,Unknown,CSCR544459,cytotoxicity,False
SYN548023,VU_seahorse,-4.301029995663981,active,Disease control,Unknown,CSCR544459,mitotoxicity,False
SYN548022,BDS10a_metab_PPARa_ago_24h,,inactive,Disease control,Unknown,CSCR121143,peroxisome proliferator activated receptor agonism,False
SYN548022,BDS10b_metab_PPARa_anta_24h,,inactive,Disease control,Unknown,CSCR121143,peroxisome proliferator activated receptor antagonism,False
SYN548022,BDS11a_metab_PPARg_ago_24h,-5.0,active,Disease control,Unknown,CSCR121143,peroxisome proliferator activated receptor agonism,False
SYN548022,BDS11b_metab_PPARg_anta_24h,,inactive,Disease control,Unknown,CSCR121143,peroxisome proliferator activated receptor antagonism,True
SYN548022,BDS12a_metab_PPARd_ago_24h,,inactive,Disease control,Unknown,CSCR121143,peroxisome proliferator activated receptor agonism,False
SYN548022,BDS12b_metab_PPARd_anta_24h,,inactive,Disease control,Unknown,CSCR121143,peroxisome proliferator activated receptor antagonism,False
SYN548022,BDS13a_xenob_AhR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,aryl hydrocarbon receptor agonism,False
SYN548022,BDS14a_hypox_Hif1a_act_24h,,inactive,Disease control,Unknown,CSCR121143,Hif1a pathway activation,False
SYN548022,BDS15a_Wnt_TCF_act_24h,,inactive,Disease control,Unknown,CSCR121143,Wnt pathway activation,True
SYN548022,BDS15b_Wnt_TCF_inhib_24h,,inactive,Disease control,Unknown,CSCR121143,Wnt pathway inhibition,True
SYN548022,BDS16a_regul_AP1_act_24h,,inactive,Disease control,Unknown,CSCR121143,AP1 pathway activation,True
SYN548022,BDS17a_stres_ESRE_act_24h,,inactive,Disease control,Unknown,CSCR121143,ESRE pathway activation,False
SYN548022,BDS1a_EDC_ERa_ago_24h,,inactive,Disease control,Unknown,CSCR121143,estrogen receptor agonism,False
SYN548022,BDS1b_EDC_ERa_anta_24h,,inactive,Disease control,Unknown,CSCR121143,estrogen receptor antagonism,True
SYN548022,BDS20a_geno_p21_act_24h,,inactive,Disease control,Unknown,CSCR121143,p21 pathway activation,False
SYN548022,BDS21a_geno_p53_act_24h,,inactive,Disease control,Unknown,CSCR121143,p53 pathway activation,False
SYN548022,BDS22a_tox_cytotox_act_24h,-4.6,active,Disease control,Unknown,CSCR121143,cytotoxicity,False
SYN548022,BDS2a_EDC_AR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,androgen receptor agonism,True
SYN548022,BDS2b_EDC_AR_anta_24h,-5.5,active,Disease control,Unknown,CSCR121143,androgen receptor antagonism,False
SYN548022,BDS3a_EDC_PR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,progesterone receptor agonism,True
SYN548022,BDS3b_EDC_PR_anta_24h,-5.4,active,Disease control,Unknown,CSCR121143,progesterone receptor antagonism,False
SYN548022,BDS4a_EDC_GR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,glucocorticoid receptor agonism,True
SYN548022,BDS4b_EDC_GR_anta_24h,,inactive,Disease control,Unknown,CSCR121143,glucocorticoid receptor antagonism,True
SYN548022,BDS5a_EDC_TRb_ago_24h,,inactive,Disease control,Unknown,CSCR121143,thyroid hormone receptor agonism,True
SYN548022,BDS5b_EDC_TRb_anta_24h,,inactive,Disease control,Unknown,CSCR121143,thyroid hormone receptor antagonism,True
SYN548022,BDS7a_repro_RAR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,retinoic acid receptor agonism,True
SYN548022,BDS7b_repro_RAR_anta_24h,,inactive,Disease control,Unknown,CSCR121143,retinoic acid receptor antagonism,True
SYN548022,BDS8a_metab_LXR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,liver X receptor agonism,True
SYN548022,BDS8b_metab_LXR_anta_24h,,inactive,Disease control,Unknown,CSCR121143,liver X receptor antagonism,True
SYN548022,BDS9a_xenob_PXR_ago_24h,-7.0,active,Disease control,Unknown,CSCR121143,pregnane X receptor agonism,False
SYN548022,BDS9b_xenob_PXR_anta_24h,,inactive,Disease control,Unknown,CSCR121143,pregnane X receptor antagonism,True
SYN548022,UKN2_migration,-4.5,active,Disease control,Unknown,CSCR121143,number of migrated cells,False
SYN548022,UKN4a_DART_LUH_neurite_24h,-4.7,active,Disease control,Unknown,CSCR121143,neurite area,False
SYN548022,UL53_OXstress_SRXN1_24h_48h_72h_EP_1,-4.672845488,active,Disease control,Unknown,CSCR121143,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548022,UL53_OXstress_SRXN1_24h_48h_72h_EP_2,-4.915423722,active,Disease control,Unknown,CSCR121143,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548022,UL53_OXstress_SRXN1_24h_48h_72h_EP_3,-5.040005162,active,Disease control,Unknown,CSCR121143,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548022,UL54_OXstress_HMOX1_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548022,UL54_OXstress_HMOX1_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548022,UL54_OXstress_HMOX1_24h_48h_72h_EP_3,-3.632010806,active,Disease control,Unknown,CSCR121143,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548022,UL55_OXstress_NRF2_3h_6h_24h_EP_1,,inactive,Disease control,Unknown,CSCR121143,NRF2-GFP protein expression in the nucleus; PoD at timepoint 3h,False
SYN548022,UL55_OXstress_NRF2_3h_6h_24h_EP_2,,inactive,Disease control,Unknown,CSCR121143,NRF2-GFP protein expression in the nucleus; PoD at timepoint 6h,False
SYN548022,UL55_OXstress_NRF2_3h_6h_24h_EP_3,-3.712310216,active,Disease control,Unknown,CSCR121143,NRF2-GFP protein expression in the nucleus; PoD at timepoint 24h,False
SYN548022,UL56_OXstress_Keap1_16h_48h_72h_EP_1,-5.215382707,active,Disease control,Unknown,CSCR121143,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 16h,False
SYN548022,UL56_OXstress_Keap1_16h_48h_72h_EP_2,-5.040005162,active,Disease control,Unknown,CSCR121143,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 48h,False
SYN548022,UL56_OXstress_Keap1_16h_48h_72h_EP_3,-5.040005162,active,Disease control,Unknown,CSCR121143,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 72h,False
SYN548022,UL57_DNAdamage_Btg2_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 24h,True
SYN548022,UL57_DNAdamage_Btg2_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548022,UL57_DNAdamage_Btg2_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR121143,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548022,UL58_DNAdamage_p21_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,p21-GFP protein expression in the nucleus; PoD at timepoint 24h,True
SYN548022,UL58_DNAdamage_p21_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,p21-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN548022,UL58_DNAdamage_p21_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR121143,p21-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN548022,UL59_DNAdamage_p53_16h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,p53-GFP protein expression in the nucleus; PoD at timepoint 16h,True
